"AB_POSTCODE","AB_ADDRESS","UPRN","PARENT_UPRN","CLASS","CLASS_DESC"
"NE426BA","14 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646804,NA,"RD04","Terraced"
"NE418BT","7 BLACKETT COURT WYLAM",100110648133,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418BT","11 BLACKETT COURT WYLAM",100110648137,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EU","12 BLUEBELL CLOSE WYLAM",100110648151,NA,"RD02","Detached"
"NE418EY","6 DENE ROAD WYLAM",100110648187,NA,"RD02","Detached"
"NE418HB","47 DENE ROAD WYLAM",100110648228,NA,"RD02","Detached"
"NE418EE","29 FALCON TERRACE WYLAM",100110648355,NA,"RD04","Terraced"
"NE418EF","1 HEDLEY ROAD WYLAM",100110648386,NA,"RD04","Terraced"
"NE418EQ","12 PARSON ROAD WYLAM",100110648451,NA,"RD04","Terraced"
"NE418DZ","11 STEPHENSON TERRACE WYLAM",100110648488,NA,"RD04","Terraced"
"NE418DU","6 TYNE VIEW WYLAM",100110648550,NA,"RD04","Terraced"
"NE418EX","18 TYNEDALE CLOSE WYLAM",100110648571,NA,"RD04","Terraced"
"NE418DJ","REDROOFS 19 WOODCROFT ROAD WYLAM",100110648618,NA,"RD02","Detached"
"NE418JU","THE NOOK HAGG BANK WYLAM",100110726923,NA,"RD04","Terraced"
"NE418HZ","FAIRLAWN LODGE WYLAM WOOD ROAD WYLAM",100110727019,NA,"RD02","Detached"
"NE437UL","2 TOFTS COTTAGES U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000843406,10014488500,"RD04","Terraced"
"NE150NU","SPITAL FARM COTTAGE U 8196 MELTON HALL JUNCTION TO SPITAL JUNCTION HORSLEY NEWCASTLE UPON TYNE",10000843845,NA,"RD03","Semi-Detached"
"NE180LJ","2 WELTON HALL FARM COTTAGE WELTON NEWCASTLE UPON COTTAGES U 8196 MELTON HALL JUNCTION TO SPITAL JUNCTION HORSLEY TYNE",10000843848,10014493283,"RD03","Semi-Detached"
"NE150NU","BRANDYWELL U 8304 HIGH BARNS JUNCTION TO ROAD END HORSLEY NEWCASTLE UPON TYNE",10000843853,NA,"RD02","Detached"
"NE437UU","STELLING SOUTH COTTAGE NEWTON B 6309 MOWDEN HALL CROSS ROADS TO WELTON STOCKSFIELD",10000844854,NA,"RD02","Detached"
"NE418HZ","HUNTERS COTTAGE WYLAM WOOD FARM WYLAM WOOD ROAD WYLAM",10000848159,100110727039,"RD02","Detached"
"NE426AU","TYNE VILLA 24 CASTLE VIEW OVINGHAM PRUDHOE",10000848320,NA,"RD03","Semi-Detached"
"NE150AG","8 CASTLE VIEW HORSLEY NEWCASTLE UPON TYNE",10000020120,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418BN","4 THOMAS CLOSE WYLAM",10093518983,NA,"RD02","Detached"
"NE437AQ","JASMINE TO MOWDEN HALL CROSS ROADS STOCKSFIELD AND LILAH INTERIORS UNIT ESTATE OFFICE 3 SOUTH ACOMB LAND FACTOR BYWELL FARM B 6309 STOCKSFIELD",10000020515,10000020516,"CO01","Office / Work Studio"
"NE150NX","HORSLEY HILLS OATENS BANK HORSLEY NEWCASTLE UPON TYNE",10000843849,NA,"RD03","Semi-Detached"
"NE437UY","THE BYRE BYRES WELL HOUSE FARM C 247 STELLING HALL TO MILITARY ROAD NEWTON STOCKSFIELD",10000846555,10000020504,"RD03","Semi-Detached"
"NE426AU","38 CASTLE VIEW OVINGHAM PRUDHOE",10000846735,NA,"RD02","Detached"
"NE437AG","1 HIGH BANK COTTAGES TO MOWDEN HALL CROSS ROADS STOCKSFIELD BYWELL B 6309 STOCKSFIELD",10000848499,10000020979,"RD04","Terraced"
"NE437UL","DUKE OF WELLINGTON U 8194 NEWTON MAIN ROAD NEWTON STOCKSFIELD",10000020254,NA,"CR06","Public House / Bar / Nightclub"
"NE150NS","THE CROWN AND ANCHOR CROWN AND ANCHOR B 6528 HORSLEY NEWCASTLE UPON MAIN ROAD THROUGH VILLAGE HORSLEY TYNE",10000020408,NA,"CR06","Public House / Bar / Nightclub"
"NE437UY","THE COTTAGE WELL HOUSE FARM C 247 STELLING HALL TO MILITARY ROAD NEWTON STOCKSFIELD",10014492214,10000020504,"RD03","Semi-Detached"
"NE150NX","2 WHITTLE FARM COTTAGES ACCESS TRACK TO WHITTLE FARM HORSLEY NEWCASTLE UPON TYNE",10024649737,10024649734,"RD03","Semi-Detached"
"NE418BN","8 THOMAS CLOSE WYLAM",10093518979,NA,"RD02","Detached"
"NE418BF","2 FORSTER GARDENS WYLAM",10093519003,NA,"RD04","Terraced"
"NE437UA","1 TOLL BAR COTTAGES THORNBROUGH JUNCTION TO STYFORD ROUNDABOUT STOCKSFIELD",200000924936,200000925911,"RD02","Detached"
"NE426DU","5 LEAZES VIEW OVINGTON PRUDHOE",100110644839,NA,"RD03","Semi-Detached"
"NE426AY","30 PIPER ROAD OVINGHAM PRUDHOE",100110645679,NA,"RD04","Terraced"
"NE426EL","1 SPRINGFIELD CLOSE OVINGTON PRUDHOE",100110646155,NA,"RD02","Detached"
"NE426DZ","11 THE GREEN OVINGTON PRUDHOE",100110646389,NA,"RD03","Semi-Detached"
"NE426AS","58 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646883,NA,"RD04","Terraced"
"NE418BT","14 BLACKETT COURT WYLAM",100110648139,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EU","1 BLUEBELL CLOSE WYLAM",100110648140,NA,"RD02","Detached"
"NE418HA","103 DENE ROAD WYLAM",100110648272,NA,"RD02","Detached"
"NE418DE","3 DENECROFT WYLAM",100110648319,NA,"RD02","Detached"
"NE150AG","6 CASTLE VIEW HORSLEY NEWCASTLE UPON TYNE",10000020118,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE437TW","TREE HALL TO STELLING HALL NEWTON TOPS TREETOPS COTTAGE MOWDEN HALL U 8194 NEWTON STOCKSFIELD",10000020611,10090299615,"RD02","Detached"
"NE426AT","6 CASTLE VIEW OVINGHAM PRUDHOE",200000921287,NA,"RD04","Terraced"
"NE418EP","1 FLORIST HALL COTTAGES WYLAM",200000921705,NA,"RD03","Semi-Detached"
"NE426QH","10 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924124,NA,"RD02","Detached"
"NE180LL","VALLUM FARM BAKERY LTD 8 THE OLD COW BARN VALLUM FARM EAST WALLHOUSES NEWCASTLE UPON TYNE",10091033119,10000847040,"CI03","Workshop / Light Industrial"
"NE437XD","1 NAFFERTON FARM COTTAGES A 69 TO NAFFERTON FARM STOCKSFIELD",10000843202,10014490217,"CO01","Office / Work Studio"
"NE426DN","THE OLD SCHOOL HOUSE THE GREEN OVINGTON PRUDHOE",10000843346,NA,"RD03","Semi-Detached"
"NE150NT","WEST END COTTAGE B 6528 HORSLEY NEWCASTLE UPON MAIN ROAD THROUGH VILLAGE HORSLEY TYNE",10000843843,NA,"RD03","Semi-Detached"
"NE426DE","WELLBURN COURT C 254 OVINGTON TO OVINGHAM OVINGHAM PRUDHOE",10000844052,NA,"RD04","Terraced"
"NE150NT","2 FERNLEY COTTAGES B 6528 HORSLEY NEWCASTLE MAIN ROAD THROUGH VILLAGE HORSLEY UPON TYNE",10000844259,10000844257,"RD04","Terraced"
"NE426DX","26 GREEN RISING OVINGTON PRUDHOE",100110644392,NA,"RD04","Terraced"
"NE426AZ","43 PIPER ROAD OVINGHAM PRUDHOE",100110645692,NA,"RD03","Semi-Detached"
"NE426AH","7 RIVER VIEW OVINGHAM PRUDHOE",100110645896,NA,"RD04","Terraced"
"NE426DZ","3 THE GREEN OVINGTON PRUDHOE",100110646381,NA,"RD03","Semi-Detached"
"NE426AR","6 TYNE GARDENS OVINGHAM PRUDHOE",100110646451,NA,"RD03","Semi-Detached"
"NE418HA","37 DENE ROAD WYLAM",100110648218,NA,"RD02","Detached"
"NE418HA","39 DENE ROAD WYLAM",100110648220,NA,"RD02","Detached"
"NE418EE","12 FALCON TERRACE WYLAM",100110648338,NA,"RD04","Terraced"
"NE418JS","5 RAILWAY COTTAGES HAGG BANK WYLAM",100110648457,NA,"RD04","Terraced"
"NE418EX","27 TYNEDALE CLOSE WYLAM",100110648580,NA,"RD04","Terraced"
"NE418DJ","11 A WOODCROFT ROAD WYLAM",100110648611,NA,"RD03","Semi-Detached"
"NE418DJ","LOCKWOOD 27 WOODCROFT ROAD WYLAM",100110648623,NA,"RD03","Semi-Detached"
"NE418HT","ALLENHOLME ELM BANK ROAD WYLAM",100110726875,NA,"RD03","Semi-Detached"
"NE418DX","RIVER HOUSE MAIN ROAD WYLAM",100110726964,NA,"RD02","Detached"
"NE418HX","CRAIGLANDS WYLAM WOOD ROAD WYLAM",100110727016,NA,"RD04","Terraced"
"NE180LL","LOCKSLEY COTTAGE MILITARY ROAD AT EAST WALL HOUSES EAST WALLHOUSES NEWCASTLE UPON TYNE",2920006239,NA,"RD04","Terraced"
"NE150HZ","OAKWOOD LODGE HEXAM ROAD FROM HOUGHTON MOOR TO BLAKELEY HILL HEDDON-ON-THE-WALL NEWCASTLE UPON TYNE",2920008941,NA,"RD02","Detached"
"NE180LJ","THE MARCH BARN B 6309 WELTON NEWCASTLE TO WHITTLE DENE RESERVOIR WELTON UPON TYNE",10094012311,NA,"RD03","Semi-Detached"
"NE426AY","19 PIPER ROAD OVINGHAM PRUDHOE",100110645668,NA,"RD02","Detached"
"NE426AR","2 TYNE GARDENS OVINGHAM PRUDHOE",100110646447,NA,"RD03","Semi-Detached"
"NE426BA","19 WHEATFIELD CLOSE OVINGHAM PRUDHOE",100110646809,NA,"RD04","Terraced"
"NE426AS","17 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646842,NA,"RD04","Terraced"
"NE426BG","LYNMOOR HORSLEY ROAD OVINGHAM PRUDHOE",100110726178,NA,"RD02","Detached"
"NE418HZ","WOODY BANKS WYLAM WOOD ROAD WYLAM",100110727037,NA,"RD02","Detached"
"NE418EU","28 BLUEBELL CLOSE WYLAM",100110648167,NA,"RD03","Semi-Detached"
"NE418HB","73 DENE ROAD WYLAM",100110648242,NA,"RD04","Terraced"
"NE418DE","4 DENECROFT WYLAM",100110648320,NA,"RD02","Detached"
"NE418EE","13 FALCON TERRACE WYLAM",100110648339,NA,"RD04","Terraced"
"NE418DJ","10 WOODCROFT ROAD WYLAM",100110648610,NA,"RD03","Semi-Detached"
"NE150NT","THE HEARTH CENTRE THE MANSE B 6528 HORSLEY NEWCASTLE MAIN ROAD THROUGH VILLAGE HORSLEY UPON TYNE",10090300512,10000020486,"CC","Community Services"
"NE437TP","MOWDEN HALL SCHOOL TRUST LTD MOWDEN HALL SCHOOL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",10000020527,NA,"CE03","Preparatory / First / Primary / Infant / Junior / Middle School"
"NE426AU","40 CASTLE VIEW OVINGHAM PRUDHOE",10000843581,NA,"RD02","Detached"
"NE150NU","HEDGELY BUNGALOW BRANDYWELL HEDGELEA U 8304 HIGH BARNS JUNCTION TO ROAD END HORSLEY NEWCASTLE UPON TYNE",10000844256,NA,"RD02","Detached"
"NE150NU","HIGH BARNS FARM COTTAGE B 6528 HIGH BARNS TO HORSLEY HORSLEY NEWCASTLE UPON TYNE",10000844682,NA,"RD02","Detached"
"NE437UP","STELLING HOUSE U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",10000844857,NA,"RD02","Detached"
"NE426DH","WINSHIPS WINSHIPS RESTAURANT C 254 OVINGTON MAIN ROAD THROUGH VILLAGE OVINGTON PRUDHOE",10000846502,NA,"CR07","Restaurant / Cafeteria"
"NE150NS","THE OLD CHAPEL 1 MILL WAY HORSLEY NEWCASTLE UPON TYNE",10000847110,NA,"RD03","Semi-Detached"
"NE426AT","4 CASTLE VIEW OVINGHAM PRUDHOE",10000847516,NA,"RD04","Terraced"
"NE426BE","19 DENE CLOSE OVINGHAM PRUDHOE",10000848322,NA,"RD04","Terraced"
"NE150NR","12 HORSLEY WOOD COTTAGES HORSLEY NEWCASTLE UPON TYNE",100110642607,NA,"RD04","Terraced"
"NE426BT","32 BEWICK LANE OVINGHAM PRUDHOE",100110643001,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AP","29 DENE GARTH OVINGHAM PRUDHOE",100110643993,NA,"RD04","Terraced"
"NE426DX","17 GREEN RISING OVINGTON PRUDHOE",100110644383,NA,"RD03","Semi-Detached"
"NE426AL","5 HORSLEY ROAD OVINGHAM PRUDHOE",100110644701,NA,"RD04","Terraced"
"NE426BP","4 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645213,NA,"RD02","Detached"
"NE426BP","9 NUNNYKIRK CLOSE OVINGHAM PRUDHOE",100110645218,NA,"RD02","Detached"
"NE426AY","26 PIPER ROAD OVINGHAM PRUDHOE",100110645675,NA,"RD04","Terraced"
"NE426AZ","62 PIPER ROAD OVINGHAM PRUDHOE",100110645709,NA,"RD04","Terraced"
"NE426EH","16 SPRINGFIELD OVINGTON PRUDHOE",100110646124,NA,"RD02","Detached"
"NE426EH","22 SPRINGFIELD OVINGTON PRUDHOE",100110646130,NA,"RD02","Detached"
"NE426AR","19 TYNE GARDENS OVINGHAM PRUDHOE",100110646464,NA,"RD04","Terraced"
"NE426AS","13 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646838,NA,"RD04","Terraced"
"NE426AS","35 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646860,NA,"RD04","Terraced"
"NE437AF","3 LOW BANK COTTAGES BYWELL STOCKSFIELD",100110647568,NA,"RD04","Terraced"
"NE418AX","14 ALGERNON TERRACE WYLAM",100110648082,NA,"RD04","Terraced"
"NE418HA","102 DENE ROAD WYLAM",100110648271,NA,"RD02","Detached"
"NE418EY","133 DENE ROAD WYLAM",100110648297,NA,"RD03","Semi-Detached"
"NE418EY","138 DENE ROAD WYLAM",100110648302,NA,"RD04","Terraced"
"NE418EE","2 FALCON TERRACE WYLAM",100110648328,NA,"RD04","Terraced"
"NE418EL","13 JACKSON ROAD WYLAM",100110648416,NA,"RD03","Semi-Detached"
"NE418LA","6 STEPHENSON COURT WYLAM",100110648465,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EX","12 TYNEDALE CLOSE WYLAM",100110648565,NA,"RD04","Terraced"
"NE418EX","32 TYNEDALE CLOSE WYLAM",100110648585,NA,"RD04","Terraced"
"NE418EX","39 TYNEDALE CLOSE WYLAM",100110648592,NA,"RD04","Terraced"
"NE418DJ","WOODRIDGE 11 WOODCROFT ROAD WYLAM",100110648612,NA,"RD03","Semi-Detached"
"NE418DJ","BRIGADOON 21 WOODCROFT ROAD WYLAM",100110648619,NA,"RD02","Detached"
"NE418BD","MERIVALE ACOMB DRIVE WYLAM",100110726852,NA,"RD03","Semi-Detached"
"NE418BB","MERRYBENT 18 HOLEYN HALL ROAD WYLAM",100110726943,NA,"RD02","Detached"
"NE418AW","WEST MEWS OVINGHAM ROAD WYLAM",100110726981,NA,"RD04","Terraced"
"NE418AP","STONE CUTTERS CHURCH ROAD WYLAM",100110764302,NA,"RD02","Detached"
"NE418BA","1 WYLAM HILLS FARM COTTAGES HOLEYN HALL ROAD WYLAM",100110764319,100110815762,"RD03","Semi-Detached"
"NE180LJ","DANS WATERSIDE COTTAGE B 6309 WELTON TO WHITTLE DENE RESERVOIR WELTON NEWCASTLE UPON TYNE",10093216602,NA,"RD02","Detached"
"NE426AG","ORCHARD HOUSE MAIN ROAD OVINGHAM PRUDHOE",10000020110,NA,"RD02","Detached"
"NE437UE","1 SHAW HOUSE COTTAGES C 251 SHAW HOUSE TO NEWTON HALL NEWTON STOCKSFIELD",10000843401,NA,"RD04","Terraced"
"NE150NT","HOPSIDE HOUSE B 6528 HORSLEY NEWCASTLE UPON MAIN ROAD THROUGH VILLAGE HORSLEY TYNE",10000844382,NA,"RD03","Semi-Detached"
"NE426ED","EAST COTTAGE C 254 OLD NAFFERTON JUNCTION TO OVINGTON HALL FARM OVINGTON PRUDHOE",10000844468,NA,"RD03","Semi-Detached"
"NE150NT","5 SOUTH EAST FARM HORSLEY NEWCASTLE UPON TYNE",10000847503,NA,"RD04","Terraced"
"NE418DQ","59 WOODCROFT ROAD WYLAM",10000847759,NA,"RD04","Terraced"
"NE426EB","BREWERY HOUSE U 8202 BEARL JUNCTION TO OVINGTON OVINGTON PRUDHOE",10000847784,NA,"RD04","Terraced"
"NE418ES","11 WOODVALE GARDENS WYLAM",10000848296,NA,"RD04","Terraced"
"NE426DB","4 IRVING PLACE OVINGHAM PRUDHOE",10000848754,NA,"RD03","Semi-Detached"
"NE150PB","3 CHERRYTREE GARDENS HORSLEY NEWCASTLE UPON TYNE",100110642562,NA,"RD03","Semi-Detached"
"NE150NJ","2 SOUTH LEA HORSLEY NEWCASTLE UPON TYNE",100110642665,NA,"RD03","Semi-Detached"
"NE426BT","26 BEWICK LANE OVINGHAM PRUDHOE",100110642995,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AW","8 DENE GARTH OVINGHAM PRUDHOE",100110643972,NA,"RD04","Terraced"
"NE426AZ","37 PIPER ROAD OVINGHAM PRUDHOE",100110645686,NA,"RD04","Terraced"
"NE426DZ","7 THE GREEN OVINGTON PRUDHOE",100110646385,NA,"RD03","Semi-Detached"
"NE426AS","42 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646867,NA,"RD04","Terraced"
"NE426AS","61 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646886,NA,"RD04","Terraced"
"NE418AR","17 BLACKETT COTTAGES WYLAM",100110648125,NA,"RD04","Terraced"
"NE418BT","8 BLACKETT COURT WYLAM",100110648134,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EU","6 BLUEBELL CLOSE WYLAM",100110648145,NA,"RD02","Detached"
"NE418EU","15 BLUEBELL CLOSE WYLAM",100110648154,NA,"RD02","Detached"
"NE418EU","26 BLUEBELL CLOSE WYLAM",100110648165,NA,"RD02","Detached"
"NE418EU","27 BLUEBELL CLOSE WYLAM",100110648166,NA,"RD02","Detached"
"NE418HB","74 DENE ROAD WYLAM",100110648243,NA,"RD02","Detached"
"NE418HB","79 DENE ROAD WYLAM",100110648248,NA,"RD04","Terraced"
"NE418HB","85 DENE ROAD WYLAM",100110648254,NA,"RD04","Terraced"
"NE418EZ","116 DENE ROAD WYLAM",100110648280,NA,"RD04","Terraced"
"NE418HD","5 SWINDALE COTTAGES WYLAM",100110648509,NA,"RD03","Semi-Detached"
"NE418EX","1 TYNEDALE CLOSE WYLAM",100110648554,NA,"RD04","Terraced"
"NE418ER","24 WOODVALE GARDENS WYLAM",100110648671,NA,"RD04","Terraced"
"NE426AQ","ELMHURST WEST ROAD OVINGHAM PRUDHOE",100110726242,NA,"RD04","Terraced"
"NE418HS","HOLMFIELD ELM BANK ROAD WYLAM",100110726891,NA,"RD03","Semi-Detached"
"NE418AN","THE SCHOOL HOUSE MAIN ROAD WYLAM",100110726970,NA,"RD04","Terraced"
"NE418EP","WOODVALE MAIN ROAD WYLAM",100110726972,NA,"RD02","Detached"
"NE418EL","WYLAM 41-43 DINER TAKE AWAY 41 JACKSON ROAD WYLAM",100110764296,NA,"CR10","Fast Food Outlet / Takeaway (Hot / Cold)"
"NE418AS","MELROSE CHURCH ROAD WYLAM",100110764303,NA,"RD02","Detached"
"NE418AB","BLACK BULL INN MAIN ROAD WYLAM",100110764311,NA,"CR06","Public House / Bar / Nightclub"
"NE426AL","1 THE CROFT HORSLEY ROAD OVINGHAM PRUDHOE",100110764558,100110815760,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AW","11 DENE GARTH OVINGHAM PRUDHOE",100110643975,NA,"RD04","Terraced"
"NE426AS","10 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646835,NA,"RD04","Terraced"
"NE426AS","56 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646881,NA,"RD04","Terraced"
"NE418HB","82 DENE ROAD WYLAM",100110648251,NA,"RD04","Terraced"
"NE418EE","27 FALCON TERRACE WYLAM",100110648353,NA,"RD04","Terraced"
"NE418EF","2 HEDLEY ROAD WYLAM",100110648387,NA,"RD03","Semi-Detached"
"NE418EL","29 JACKSON ROAD WYLAM",100110648423,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418JS","6 RAILWAY COTTAGES HAGG BANK WYLAM",100110648458,NA,"RD04","Terraced"
"NE418DZ","18 STEPHENSON TERRACE WYLAM",100110648495,NA,"RD04","Terraced"
"NE418HD","1 SWINDALE COTTAGES WYLAM",100110648505,NA,"RD03","Semi-Detached"
"NE418ES","30 WOODVALE GARDENS WYLAM",100110648677,NA,"RD04","Terraced"
"NE426AQ","GREY COTTAGE WEST ROAD OVINGHAM PRUDHOE",100110726246,NA,"RD04","Terraced"
"NE418HU","WOODSIDE THE CRESCENT WYLAM",100110727004,NA,"RD02","Detached"
"NE418HX","HIGHFIELD WYLAM WOOD ROAD WYLAM",100110727021,NA,"RD04","Terraced"
"NE150NR","1 HORSLEY WOOD COTTAGES HORSLEY NEWCASTLE UPON TYNE",100110642596,NA,"RD04","Terraced"
"NE426AW","14 DENE GARTH OVINGHAM PRUDHOE",100110643978,NA,"RD04","Terraced"
"NE426DX","2 GREEN RISING OVINGTON PRUDHOE",100110644368,NA,"RD04","Terraced"
"NE426DX","12 GREEN RISING OVINGTON PRUDHOE",100110644378,NA,"RD03","Semi-Detached"
"NE426DX","27 GREEN RISING OVINGTON PRUDHOE",100110644393,NA,"RD04","Terraced"
"NE426AX","14 PIPER ROAD OVINGHAM PRUDHOE",100110645663,NA,"RD02","Detached"
"NE426EH","8 SPRINGFIELD OVINGTON PRUDHOE",100110646119,NA,"RD02","Detached"
"NE426AJ","1 THE TERRACE OVINGHAM PRUDHOE",100110646407,NA,"RD04","Terraced"
"NE426AR","7 TYNE GARDENS OVINGHAM PRUDHOE",100110646452,NA,"RD03","Semi-Detached"
"NE426BD","4 WELBURN CLOSE OVINGHAM PRUDHOE",100110646547,NA,"RD04","Terraced"
"NE426AS","40 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646865,NA,"RD04","Terraced"
"NE418AR","15 BLACKETT COTTAGES WYLAM",100110648123,NA,"RD04","Terraced"
"NE418BT","9 BLACKETT COURT WYLAM",100110648135,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418BT","10 BLACKETT COURT WYLAM",100110648136,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE418EU","19 BLUEBELL CLOSE WYLAM",100110648158,NA,"RD02","Detached"
"NE418EG","14 HEDLEY ROAD WYLAM",100110648399,NA,"RD04","Terraced"
"NE418EX","34 TYNEDALE CLOSE WYLAM",100110648587,NA,"RD04","Terraced"
"NE418DH","32 WOODCROFT ROAD WYLAM",100110648628,NA,"RD03","Semi-Detached"
"NE418HU","HILLCREST THE CRESCENT WYLAM",100110726996,NA,"RD03","Semi-Detached"
"NE418BN","9 THOMAS CLOSE WYLAM",10093518978,NA,"RD02","Detached"
"NE418BA","BUTTERLEY HOUSE HOLEYN HALL ROAD WYLAM",10093518991,NA,"RD02","Detached"
"NE150AG","12 CASTLE VIEW HORSLEY NEWCASTLE UPON TYNE",10000020124,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE150NT","GRAHAM SMITH ANTIQUES LTD THE OLD COACH STATION B 6528 HORSLEY MAIN ROAD THROUGH VILLAGE HORSLEY NEWCASTLE UPON TYNE",10000020442,NA,"CR08","Shop / Showroom"
"NE437UR","WEST WING STELLING HALL U 8194 NEWTON HALL TO STELLING HALL NEWTON STOCKSFIELD",10000844561,10000844557,"RD04","Terraced"
"NE437XA","SHILDON HILL FARM C 246 AYDON JUNCTION TO WELTON NEWTON STOCKSFIELD",10000844848,NA,"RD02","Detached"
"NE437UQ","BEECH CLOSE FARM C 251 SHAW HOUSE TO NEWTON HALL NEWTON STOCKSFIELD",10000846730,NA,"RD04","Terraced"
"NE426DS","7 LITTLE BUILDINGS OVINGTON PRUDHOE",200000921160,NA,"RD03","Semi-Detached"
"NE150PD","2 HIGHCROFTS HORSLEY NEWCASTLE UPON TYNE",100110642582,NA,"RD04","Terraced"
"NE426BT","27 BEWICK LANE OVINGHAM PRUDHOE",100110642996,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426BT","44 BEWICK LANE OVINGHAM PRUDHOE",100110643013,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426BS","3 BURNSIDE CLOSE OVINGHAM PRUDHOE",100110643288,NA,"RD04","Terraced"
"NE437XD","2 NAFFERTON FARM COTTAGES A 69 TO NAFFERTON FARM STOCKSFIELD",10000843203,10014490217,"RD04","Terraced"
"NE150NU","FELLSIDE HOUSE U 8304 HIGH BARNS JUNCTION TO ROAD END HORSLEY NEWCASTLE UPON TYNE",10000843850,NA,"RD02","Detached"
"NE150NT","THE GRANARY 4 SOUTH EAST FARM HORSLEY NEWCASTLE UPON TYNE",10000847502,NA,"RD04","Terraced"
"NE426HH","THE HERMITAGE MAIN ROAD OVINGHAM PRUDHOE",200000921623,NA,"RD02","Detached"
"NE426QH","23 NORTH MEADOW MEADOWS OVINGHAM PRUDHOE",200000924136,NA,"RD02","Detached"
"NE180LL","HAMISH CANDLES NORTHUMBRIA SADDLER UNIT 4 VALLUM FARM EAST WALLHOUSES NEWCASTLE UPON TYNE",10023734152,NA,"CR08","Shop / Showroom"
"NE426ED","HALL FARM C 254 OLD NAFFERTON JUNCTION TO OVINGTON OVINGTON APPLETREES APPLETREE COTTAGE OVINGTON PRUDHOE",10014493501,10000844467,"CH02","Holiday Let/Accomodation/Short-Term Let Other Than CH01"
"NE426EB","MEADOWFIELD U 8202 BEARL JUNCTION TO OVINGTON OVINGTON PRUDHOE",10014492284,NA,"RD02","Detached"
"NE150LY","2 SPITAL VILLAS HORSLEY NEWCASTLE UPON TYNE",100110642673,NA,"RD03","Semi-Detached"
"NE426BT","7 BEWICK LANE OVINGHAM PRUDHOE",100110642976,NA,"RD04","Terraced"
"NE426BT","55 BEWICK LANE OVINGHAM PRUDHOE",100110643024,NA,"RD06","Self Contained Flat (Includes Maisonette / Apartment)"
"NE426AW","4 DENE GARTH OVINGHAM PRUDHOE",100110643968,NA,"RD04","Terraced"
"NE426AP","43 DENE GARTH OVINGHAM PRUDHOE",100110644007,NA,"RD04","Terraced"
"NE426DL","3 DENE TERRACE OVINGTON PRUDHOE",100110644058,NA,"RD04","Terraced"
"NE426DL","6 DENE TERRACE OVINGTON PRUDHOE",100110644061,NA,"RD04","Terraced"
"NE426DX","5 GREEN RISING OVINGTON PRUDHOE",100110644371,NA,"RD04","Terraced"
"NE426AX","10 PIPER ROAD OVINGHAM PRUDHOE",100110645659,NA,"RD02","Detached"
"NE426AZ","59 PIPER ROAD OVINGHAM PRUDHOE",100110645706,NA,"RD04","Terraced"
"NE426EH","2 SPRINGFIELD OVINGTON PRUDHOE",100110646116,NA,"RD02","Detached"
"NE426AR","1 TYNE GARDENS OVINGHAM PRUDHOE",100110646446,NA,"RD03","Semi-Detached"
"NE426BD","11 WELBURN CLOSE OVINGHAM PRUDHOE",100110646554,NA,"RD04","Terraced"
"NE426AS","8 WINDSOR CRESCENT OVINGHAM PRUDHOE",100110646833,NA,"RD03","Semi-Detached"
"NE418AX","16 ALGERNON TERRACE WYLAM",100110648084,NA,"RD04","Terraced"
"NE418AR","6 BLACKETT COTTAGES WYLAM",100110648114,NA,"RD04","Terraced"
